Date,Time,SpO2,PR,EtCO2(mmHg),RR,PulseOx_Status,Capno_Status,Sys_Status,LAL_SpO2,UAL_SpO2,LAL_PR,UAL_PR,LAL_EtCO2(mmHg),UAL_EtCO2(mmHg),LAL_RR,UAL_RR,Alarm_Volume,CRC,
2023-08-24,16:17:59,127,511,26,31,2048,32,128,,,,,,,,,,8170,
2023-08-24,16:18:00,127,511,26,31,2048,32,128,,,,,,,,,,54131,
2023-08-24,16:18:01,127,511,26,31,2048,32,128,,,,,,,,,,10040,
2023-08-24,16:18:02,127,511,26,31,2048,32,128,,,,,,,,,,11204,
2023-08-24,16:18:03,127,511,26,31,2048,32,128,0,65535,0,65535,13.00,57.00,6,26,Full,6410,
2023-08-24,16:18:04,127,511,26,31,2048,32,128,,,,,,,,,,12860,
2023-08-24,16:18:05,127,511,26,31,2048,32,128,,,,,,,,,,50807,
2023-08-24,16:18:06,127,511,26,31,2048,32,128,,,,,,,,,,51851,
2023-08-24,16:18:07,127,511,26,31,2048,32,128,,,,,,,,,,16064,
2023-08-24,16:18:08,127,511,26,31,2048,32,128,,,,,,,,,,460,
2023-08-24,16:18:09,127,511,26,31,2048,32,128,,,,,,,,,,62855,
2023-08-24,16:18:10,127,511,26,31,2048,32,128,,,,,,,,,,14312,
2023-08-24,16:18:11,127,511,26,31,2048,32,128,,,,,,,,,,50083,
2023-08-24,16:18:12,127,511,26,31,2048,32,128,0,65535,0,65535,13.00,57.00,6,26,Full,17373,
2023-08-24,16:18:13,127,511,26,31,2048,0,128,0,65535,0,65535,13.00,57.00,6,33,Full,60286,
2023-08-24,16:18:14,127,511,26,31,2048,0,128,,,,,,,,,,51537,
2023-08-24,16:18:15,127,511,26,31,2048,0,128,,,,,,,,,,57360,
2023-08-24,16:18:16,127,511,26,31,2048,0,128,,,,,,,,,,39891,
2023-08-24,16:18:17,127,511,26,31,2048,0,128,,,,,,,,,,45714,
2023-08-24,16:18:18,127,511,26,31,2048,0,128,,,,,,,,,,13948,
2023-08-24,16:18:19,127,511,26,31,2048,0,128,,,,,,,,,,7997,
2023-08-24,16:18:20,127,511,26,31,2048,0,128,,,,,,,,,,24745,
2023-08-24,16:18:21,127,511,26,31,2048,0,128,,,,,,,,,,18920,
2023-08-24,16:18:22,127,511,26,31,2048,0,128,,,,,,,,,,12843,
2023-08-24,16:18:23,127,511,26,31,2048,0,128,,,,,,,,,,7018,
2023-08-24,16:18:24,127,511,26,31,2048,0,128,,,,,,,,,,50605,
2023-08-24,16:18:25,127,511,127,127,2048,512,128,,,,,,,,,,64246,
2023-08-24,16:18:26,127,511,127,127,2048,512,128,,,,,,,,,,55611,
2023-08-24,16:18:27,127,511,127,127,2048,512,128,,,,,,,,,,14239,
2023-08-24,16:18:28,127,511,127,127,2048,512,128,,,,,,,,,,39782,
2023-08-24,16:18:29,127,511,127,127,2048,512,128,,,,,,,,,,30146,
2023-08-24,16:18:30,127,511,127,127,2048,512,128,,,,,,,,,,9793,
2023-08-24,16:18:31,127,511,127,127,2048,512,128,,,,,,,,,,51429,
2023-08-24,16:18:32,127,511,127,127,2048,512,128,,,,,,,,,,60200,
2023-08-24,16:18:33,127,511,127,127,2048,512,128,,,,,,,,,,1420,
2023-08-24,16:18:34,127,511,127,127,2048,512,128,,,,,,,,,,44210,
2023-08-24,16:18:35,127,511,127,127,2048,512,128,,,,,,,,,,16918,
2023-08-24,16:18:36,127,511,127,127,2048,512,128,,,,,,,,,,25051,
2023-08-24,16:18:37,127,511,127,127,2048,512,128,,,,,,,,,,36735,
2023-08-24,16:18:38,127,511,127,127,2048,512,128,,,,,,,,,,9094,
2023-08-24,16:18:39,127,511,127,127,2048,512,128,,,,,,,,,,52514,
2023-08-24,16:18:40,127,511,127,127,2048,512,128,,,,,,,,,,15490,
2023-08-24,16:18:41,127,511,127,127,2048,512,128,,,,,,,,,,53798,
2023-08-24,16:18:42,127,511,127,127,2048,512,128,,,,,,,,,,61931,
2023-08-24,16:18:43,127,511,127,127,2048,512,128,,,,,,,,,,8015,
2023-08-24,16:18:44,127,511,127,127,2048,512,128,,,,,,,,,,46705,
2023-08-24,16:18:45,127,511,127,127,2048,512,128,,,,,,,,,,22741,
2023-08-24,16:18:46,127,511,127,127,2048,512,128,,,,,,,,,,31512,
2023-08-24,16:18:47,127,511,127,127,2048,512,128,,,,,,,,,,38332,
2023-08-24,16:18:48,127,511,127,127,2048,512,128,,,,,,,,,,14661,
2023-08-24,16:18:49,127,511,127,127,2048,512,128,,,,,,,,,,55265,
2023-08-24,16:18:50,127,511,127,127,2048,512,128,,,,,,,,,,33890,
2023-08-24,16:18:51,127,511,127,127,2048,512,128,,,,,,,,,,27334,
2023-08-24,16:18:52,127,511,127,127,2048,512,128,,,,,,,,,,18699,
2023-08-24,16:18:53,127,511,127,127,2048,512,128,,,,,,,,,,42927,
2023-08-24,16:18:54,127,511,127,127,2048,512,128,,,,,,,,,,3729,
2023-08-24,16:18:55,127,511,127,127,2048,512,128,,,,,,,,,,57397,
2023-08-24,16:18:56,127,511,127,127,2048,512,128,,,,,,,,,,50168,
2023-08-24,16:18:57,127,511,127,127,2048,512,128,,,,,,,,,,11612,
2023-08-24,16:18:58,127,511,127,127,2048,512,128,,,,,,,,,,33189,
2023-08-24,16:18:59,127,511,38,127,2048,0,128,,,,,,,,,,11607,
2023-08-24,16:19:00,127,511,38,127,2048,0,128,,,,,,,,,,41875,
2023-08-24,16:19:01,127,511,33,27,2048,0,128,,,,,,,,,,24875,
2023-08-24,16:19:02,127,511,33,27,2048,0,128,,,,,,,,,,6888,
2023-08-24,16:19:03,127,511,32,29,2048,0,128,,,,,,,,,,21583,
2023-08-24,16:19:04,127,511,32,29,2048,0,128,,,,,,,,,,35464,
2023-08-24,16:19:05,127,511,30,30,2048,0,128,,,,,,,,,,32465,
2023-08-24,16:19:06,127,511,30,30,2048,0,128,,,,,,,,,,1298,
2023-08-24,16:19:07,127,511,30,29,2048,0,128,,,,,,,,,,31267,
2023-08-24,16:19:08,127,511,30,29,2048,0,128,,,,,,,,,,65229,
2023-08-24,16:19:09,127,511,30,29,2048,0,128,,,,,,,,,,55180,
2023-08-24,16:19:10,127,511,29,29,2048,0,128,,,,,,,,,,46232,
2023-08-24,16:19:11,127,511,29,29,2048,0,128,,,,,,,,,,40409,
2023-08-24,16:19:12,127,511,27,29,2048,0,128,,,,,,,,,,26209,
2023-08-24,16:19:13,127,511,27,29,2048,0,128,,,,,,,,,,20256,
2023-08-24,16:19:14,127,511,28,26,2048,0,128,,,,,,,,,,7074,
2023-08-24,16:19:15,127,511,28,26,2048,0,128,,,,,,,,,,13027,
2023-08-24,16:19:16,127,511,28,30,2048,0,128,,,,,,,,,,20698,
2023-08-24,16:19:17,127,511,28,30,2048,0,128,,,,,,,,,,31131,
2023-08-24,16:19:18,127,511,28,30,2048,0,128,,,,,,,,,,64885,
2023-08-24,16:19:19,127,511,28,30,2048,0,128,,,,,,,,,,54324,
2023-08-24,16:19:20,127,511,27,31,2048,0,128,,,,,,,,,,951,
2023-08-24,16:19:21,127,511,27,31,2048,0,128,,,,,,,,,,10998,
2023-08-24,16:19:22,127,511,27,33,2048,0,128,,,,,,,,,,35461,
2023-08-24,16:19:23,127,511,27,33,2048,0,128,,,,,,,,,,41924,
2023-08-24,16:19:24,127,511,27,31,2048,0,128,,,,,,,,,,42675,
2023-08-24,16:19:25,127,511,27,31,2048,0,128,,,,,,,,,,36850,
2023-08-24,16:19:26,127,511,27,31,2048,0,128,,,,,,,,,,62513,
2023-08-24,16:19:27,127,511,27,31,2048,0,128,,,,,,,,,,56688,
2023-08-24,16:19:28,127,511,28,29,2048,0,128,,,,,,,,,,43001,
2023-08-24,16:19:29,127,511,28,29,2048,0,128,,,,,,,,,,36536,
2023-08-24,16:19:30,127,511,27,29,2048,0,128,,,,,,,,,,52308,
2023-08-24,16:19:31,127,511,27,29,2048,0,128,,,,,,,,,,58645,
2023-08-24,16:19:32,127,511,27,28,2048,0,128,,,,,,,,,,62222,
2023-08-24,16:19:33,127,511,27,28,2048,0,128,,,,,,,,,,55887,
2023-08-24,16:19:34,127,511,26,29,2048,0,128,,,,,,,,,,11492,
2023-08-24,16:19:35,127,511,26,29,2048,0,128,,,,,,,,,,1445,
2023-08-24,16:19:36,127,511,26,29,2048,0,128,,,,,,,,,,32358,
2023-08-24,16:19:37,127,511,26,29,2048,0,128,,,,,,,,,,22311,
2023-08-24,16:19:38,127,511,26,29,2048,0,128,,,,,,,,,,54217,
2023-08-24,16:19:39,127,511,26,29,2048,0,128,,,,,,,,,,64136,
2023-08-24,16:19:40,127,511,26,30,2048,0,128,,,,,,,,,,12835,
2023-08-24,16:19:41,127,511,26,30,2048,0,128,,,,,,,,,,7010,
2023-08-24,16:19:42,127,511,25,30,2048,0,128,,,,,,,,,,44669,
2023-08-24,16:19:43,127,511,25,30,2048,0,128,,,,,,,,,,34620,
2023-08-24,16:19:44,127,511,25,30,2048,0,128,,,,,,,,,,23035,
2023-08-24,16:19:45,127,511,26,27,2048,0,128,,,,,,,,,,51780,
2023-08-24,16:19:46,127,511,26,30,2048,0,128,,,,,,,,,,50597,
2023-08-24,16:19:47,127,511,26,30,2048,0,128,,,,,,,,,,60644,
2023-08-24,16:19:48,127,511,26,30,2048,0,128,,,,,,,,,,26634,
2023-08-24,16:19:49,127,511,26,29,2048,0,128,,,,,,,,,,5947,
2023-08-24,16:19:50,127,511,26,29,2048,0,128,,,,,,,,,,36888,
2023-08-24,16:19:51,127,511,27,28,2048,0,128,,,,,,,,,,37173,
2023-08-24,16:19:52,127,511,27,28,2048,0,128,,,,,,,,,,60150,
2023-08-24,16:19:53,127,511,27,30,2048,0,0,,,,,,,,,,28296,
2023-08-24,16:19:54,127,511,27,30,2048,0,0,,,,,,,,,,35344,
2023-08-24,16:19:55,127,511,28,27,2048,0,0,,,,,,,,,,30961,
2023-08-24,16:19:56,127,511,28,27,2048,0,0,,,,,,,,,,52415,
2023-08-24,16:19:57,127,511,28,27,2048,0,0,,,,,,,,,,20634,
2023-08-24,16:19:58,127,511,29,27,2048,0,0,,,,,,,,,,28837,
2023-08-24,16:19:59,127,511,29,27,2048,0,0,,,,,,,,,,60544,
2023-08-24,16:20:00,127,511,28,28,2048,0,0,,,,,,,,,,28954,
2023-08-24,16:20:01,127,511,28,28,2048,0,0,,,,,,,,,,60735,
2023-08-24,16:20:02,127,511,27,27,2048,0,0,,,,,,,,,,24570,
2023-08-24,16:20:03,127,511,27,27,2048,0,0,,,,,,,,,,50143,
2023-08-24,16:20:04,127,511,27,27,2048,0,0,,,,,,,,,,10055,
2023-08-24,16:20:05,127,511,29,24,2048,0,0,,,,,,,,,,45975,
2023-08-24,16:20:06,127,511,27,28,2048,0,0,,,,,,,,,,14988,
2023-08-24,16:20:07,127,511,27,28,2048,0,0,,,,,,,,,,42665,
2023-08-24,16:20:08,127,511,27,28,2048,0,0,,,,,,,,,,58269,
2023-08-24,16:20:09,127,511,27,28,2048,0,0,,,,,,,,,,32696,
2023-08-24,16:20:10,127,511,27,28,2048,0,0,,,,,,,,,,9476,
2023-08-24,16:20:11,127,511,27,28,2048,0,0,,,,,,,,,,47393,
2023-08-24,16:20:12,127,511,37,11,2048,0,0,,,,,,,,,,56413,
2023-08-24,16:20:13,127,511,37,11,2048,0,0,,,,,,,,,,16504,
2023-08-24,16:20:14,127,511,37,11,2048,0,0,,,,,,,,,,42208,
2023-08-24,16:20:15,127,511,37,11,2048,0,0,,,,,,,,,,14533,
2023-08-24,16:20:16,127,511,37,11,2048,0,0,,,,,,,,,,35979,
2023-08-24,16:20:17,127,511,37,11,2048,0,0,,,,,,,,,,4270,
2023-08-24,16:20:18,127,511,37,11,2048,0,0,,,,,,,,,,21914,
2023-08-24,16:20:19,127,511,37,11,2048,0,0,,,,,,,,,,51647,
2023-08-24,16:20:20,127,511,37,11,2048,0,0,,,,,,,,,,23913,
2023-08-24,16:20:21,127,511,37,11,2048,0,0,,,,,,,,,,49484,
2023-08-24,16:20:22,127,511,37,11,2048,0,0,,,,,,,,,,29954,
2023-08-24,16:20:23,127,511,37,11,2048,0,0,,,,,,,,,,59687,
2023-08-24,16:20:24,127,511,37,11,2048,0,0,,,,,,,,,,3519,
2023-08-24,16:20:25,127,511,37,11,2048,0,0,,,,,,,,,,37274,
2023-08-24,16:20:26,127,511,37,11,2048,0,0,,,,,,,,,,9684,
2023-08-24,16:20:27,127,511,37,11,2048,0,0,,,,,,,,,,47601,
2023-08-24,16:20:28,127,511,37,11,2048,0,0,,,,,,,,,,64709,
2023-08-24,16:20:29,127,511,37,11,2048,0,0,,,,,,,,,,24800,
2023-08-24,16:20:30,127,511,37,11,2048,0,0,,,,,,,,,,14940,
2023-08-24,16:20:31,127,511,37,11,2048,0,0,,,,,,,,,,42617,
2023-08-24,16:20:32,127,511,37,11,2048,0,0,,,,,,,,,,4663,
2023-08-24,16:20:33,127,511,37,11,2048,0,0,,,,,,,,,,36370,
2023-08-24,16:20:34,127,511,37,11,2048,0,0,,,,,,,,,,27274,
2023-08-24,16:20:35,127,511,37,11,2048,0,0,,,,,,,,,,63151,
2023-08-24,16:20:36,127,511,37,11,2048,0,0,,,,,,,,,,17121,
2023-08-24,16:20:37,127,511,37,11,2048,0,0,,,,,,,,,,57028,
2023-08-24,16:20:38,127,511,37,11,2048,0,0,,,,,,,,,,39920,
2023-08-24,16:20:39,127,511,37,11,2048,0,0,,,,,,,,,,2005,
2023-08-24,16:20:40,127,511,37,11,2048,0,0,,,,,,,,,,8182,
2023-08-24,16:20:41,127,511,37,11,2048,0,0,,,,,,,,,,33747,
2023-08-24,16:20:42,127,511,127,127,2048,512,0,,,,,,,,,,3950,
2023-08-24,16:20:43,127,511,127,127,2048,512,0,,,,,,,,,,60405,
2023-08-24,16:20:44,127,511,127,127,2048,512,0,,,,,,,,,,29814,
2023-08-24,16:20:45,127,511,127,127,2048,512,0,,,,,,,,,,37101,
2023-08-24,16:20:46,127,511,127,127,2048,512,0,,,,,,,,,,44385,
2023-08-24,16:20:47,127,511,127,127,2048,512,0,,,,,,,,,,18938,
2023-08-24,16:20:48,127,511,127,127,2048,512,0,,,,,,,,,,33350,
2023-08-24,16:20:49,127,511,127,127,2048,512,0,,,,,,,,,,26333,
2023-08-24,16:20:50,127,511,127,127,2048,512,0,,,,,,,,,,61651,
2023-08-24,16:20:51,127,511,127,127,2048,512,0,,,,,,,,,,5192,
2023-08-24,16:20:52,127,511,127,127,2048,512,0,,,,,,,,,,10692,
2023-08-24,16:20:53,127,511,127,127,2048,512,0,,,,,,,,,,52575,
2023-08-24,16:20:54,127,511,127,127,2048,512,0,,,,,,,,,,21212,
2023-08-24,16:20:55,127,511,127,127,2048,512,0,,,,,,,,,,46663,
2023-08-24,16:20:56,127,511,127,127,2048,512,0,,,,,,,,,,35787,
2023-08-24,16:20:57,127,511,127,127,2048,512,128,,,,,,,,,,33115,
2023-08-24,16:20:58,127,511,127,127,2048,512,128,,,,,,,,,,11682,
2023-08-24,16:20:59,127,511,127,127,2048,512,128,,,,,,,,,,49926,
2023-08-24,16:21:00,127,511,127,127,2048,512,0,,,,,,,,,,62513,
2023-08-24,16:21:01,127,511,127,127,2048,512,0,,,,,,,,,,4266,
2023-08-24,16:21:02,127,511,127,127,2048,512,128,,,,,,,,,,62628,
2023-08-24,16:21:03,127,511,127,127,2048,512,128,,,,,,,,,,6656,
2023-08-24,16:21:04,127,511,127,127,2048,512,128,,,,,,,,,,45886,
2023-08-24,16:21:05,127,511,127,127,2048,512,128,,,,,,,,,,23962,
2023-08-24,16:21:06,127,511,127,127,2048,512,128,,,,,,,,,,32343,
2023-08-24,16:21:07,127,511,127,127,2048,512,128,,,,,,,,,,37107,
2023-08-24,16:21:08,127,511,127,127,2048,512,128,,,,,,,,,,15370,
2023-08-24,16:21:09,127,511,127,127,2048,512,128,,,,,,,,,,53934,
2023-08-24,16:21:10,127,511,127,127,2048,512,128,,,,,,,,,,33069,
2023-08-24,16:21:11,127,511,127,127,2048,512,128,,,,,,,,,,28553,
2023-08-24,16:21:12,127,511,127,127,2048,512,128,,,,,,,,,,19524,
2023-08-24,16:21:13,127,511,127,127,2048,512,128,,,,,,,,,,41696,
2023-08-24,16:21:14,127,511,127,127,2048,512,128,,,,,,,,,,3038,
2023-08-24,16:21:15,127,511,127,127,2048,512,128,,,,,,,,,,58746,
2023-08-24,16:21:16,127,511,127,127,2048,512,128,,,,,,,,,,50871,
2023-08-24,16:21:17,127,511,127,127,2048,512,128,,,,,,,,,,10259,
2023-08-24,16:21:18,127,511,127,127,2048,512,128,,,,,,,,,,34026,
2023-08-24,16:21:19,127,511,127,127,2048,512,128,,,,,,,,,,27214,
2023-08-24,16:21:20,127,511,127,127,2048,512,128,,,,,,,,,,22572,
2023-08-24,16:21:21,127,511,127,127,2048,512,128,,,,,,,,,,46728,
2023-08-24,16:21:22,127,511,127,127,2048,512,128,,,,,,,,,,38213,
2023-08-24,16:21:23,127,511,127,127,2048,512,128,,,,,,,,,,31713,
2023-08-24,16:21:24,127,511,127,127,2048,512,128,,,,,,,,,,53983,
2023-08-24,16:21:25,127,511,127,127,2048,512,128,,,,,,,,,,15483,
2023-08-24,16:21:26,127,511,127,127,2048,512,128,,,,,,,,,,8118,
2023-08-24,16:21:27,127,511,127,127,2048,512,128,,,,,,,,,,61714,
2023-08-24,16:21:28,127,511,127,127,2048,512,128,,,,,,,,,,24043,
2023-08-24,16:21:29,127,511,127,127,2048,512,128,,,,,,,,,,45903,
2023-08-24,16:21:30,127,511,127,127,2048,512,128,,,,,,,,,,57548,
2023-08-24,16:21:31,127,511,127,127,2048,512,128,,,,,,,,,,3688,
2023-08-24,16:21:32,127,511,127,127,2048,512,128,,,,,,,,,,11685,
2023-08-24,16:21:33,127,511,127,127,2048,512,128,,,,,,,,,,49921,
2023-08-24,16:21:34,127,511,127,127,2048,512,128,,,,,,,,,,27199,
2023-08-24,16:21:35,127,511,127,127,2048,512,128,,,,,,,,,,33947,
2023-08-24,16:21:36,127,511,127,127,2048,512,128,,,,,,,,,,42838,
2023-08-24,16:21:37,127,511,127,127,2048,512,128,,,,,,,,,,18930,
2023-08-24,16:21:38,127,511,127,127,2048,512,128,,,,,,,,,,58635,
2023-08-24,16:21:39,127,511,127,127,2048,512,128,,,,,,,,,,2991,
2023-08-24,16:21:40,127,511,127,127,2048,512,128,,,,,,,,,,64015,
2023-08-24,16:21:41,127,511,127,127,2048,512,128,,,,,,,,,,5291,
2023-08-24,16:21:42,127,511,127,127,2048,512,128,,,,,,,,,,14182,
2023-08-24,16:21:43,127,511,127,127,2048,512,128,,,,,,,,,,55746,
2023-08-24,16:21:44,127,511,127,127,2048,512,128,,,,,,,,,,28924,
2023-08-24,16:21:45,127,511,127,127,2048,512,128,,,,,,,,,,40536,
2023-08-24,16:21:46,127,511,127,127,2048,512,128,,,,,,,,,,48533,
2023-08-24,16:21:47,127,511,127,127,2048,512,128,,,,,,,,,,21297,
2023-08-24,16:21:48,127,511,127,127,2048,512,128,,,,,,,,,,65480,
2023-08-24,16:21:49,127,511,127,127,2048,512,128,,,,,,,,,,4460,
2023-08-24,16:21:50,127,511,127,127,2048,512,128,,,,,,,,,,17135,
2023-08-24,16:21:51,127,511,127,127,2048,512,128,,,,,,,,,,44107,
2023-08-24,16:21:52,127,511,127,127,2048,512,128,,,,,,,,,,36742,
2023-08-24,16:21:53,127,511,127,127,2048,512,128,,,,,,,,,,24866,
2023-08-24,16:21:54,127,511,127,127,2048,512,128,,,,,,,,,,51228,
2023-08-24,16:21:55,127,511,127,127,2048,512,128,,,,,,,,,,9912,
2023-08-24,16:21:56,127,511,127,127,2048,512,128,,,,,,,,,,1397,
2023-08-24,16:21:57,127,511,127,127,2048,512,128,,,,,,,,,,60369,
2023-08-24,16:21:58,127,511,127,127,2048,512,128,,,,,,,,,,18216,
2023-08-24,16:21:59,127,511,127,127,2048,512,128,,,,,,,,,,43404,
2023-08-24,16:22:00,127,511,127,127,2048,512,128,,,,,,,,,,34387,
2023-08-24,16:22:01,127,511,127,127,2048,512,128,,,,,,,,,,26871,
2023-08-24,16:22:02,127,511,127,127,2048,512,128,,,,,,,,,,19258,
2023-08-24,16:22:03,127,511,127,127,2048,512,128,,,,,,,,,,42398,
2023-08-24,16:22:04,127,511,127,127,2048,512,128,,,,,,,,,,3232,
2023-08-24,16:22:05,127,511,127,127,2048,512,128,,,,,,,,,,57860,
2023-08-24,16:22:06,127,511,127,127,2048,512,128,,,,,,,,,,49609,
2023-08-24,16:22:07,127,511,127,127,2048,512,128,,,,,,,,,,12141,
2023-08-24,16:22:08,127,511,127,127,2048,512,128,,,,,,,,,,33684,
2023-08-24,16:22:09,127,511,127,127,2048,512,128,,,,,,,,,,27952,
2023-08-24,16:22:10,127,511,127,127,2048,512,128,,,,,,,,,,16051,
2023-08-24,16:22:11,127,511,127,127,2048,512,128,,,,,,,,,,53271,
2023-08-24,16:22:12,127,511,127,127,2048,512,128,,,,,,,,,,62426,
2023-08-24,16:22:13,127,511,127,127,2048,512,128,,,,,,,,,,7550,
2023-08-24,16:22:14,127,511,127,127,2048,512,128,,,,,,,,,,46144,
2023-08-24,16:22:15,127,511,127,127,2048,512,128,,,,,,,,,,23268,
2023-08-24,16:22:16,127,511,127,127,2048,512,128,,,,,,,,,,31017,
2023-08-24,16:22:17,127,511,127,127,2048,512,128,,,,,,,,,,38797,
2023-08-24,16:22:18,127,511,127,127,2048,512,128,,,,,,,,,,15220,
2023-08-24,16:22:19,127,511,127,127,2048,512,128,,,,,,,,,,54736,
2023-08-24,16:22:20,127,511,127,127,2048,512,128,,,,,,,,,,59314,
2023-08-24,16:22:21,127,511,127,127,2048,512,128,,,,,,,,,,2326,
2023-08-24,16:22:22,127,511,127,127,2048,512,128,,,,,,,,,,10971,
2023-08-24,16:22:23,127,511,127,127,2048,512,128,,,,,,,,,,50303,
2023-08-24,16:22:24,127,511,127,127,2048,512,128,,,,,,,,,,27969,
2023-08-24,16:22:25,127,511,127,127,2048,512,128,,,,,,,,,,33765,
2023-08-24,16:22:26,127,511,127,127,2048,512,128,,,,,,,,,,41000,
2023-08-24,16:22:27,127,511,127,127,2048,512,128,,,,,,,,,,20108,
2023-08-24,16:22:28,127,511,127,127,2048,512,128,,,,,,,,,,57973,
2023-08-24,16:22:29,127,511,127,127,2048,512,128,,,,,,,,,,3281,
2023-08-24,16:22:30,127,511,127,127,2048,512,128,,,,,,,,,,24402,
2023-08-24,16:22:31,127,511,127,127,2048,512,128,,,,,,,,,,45558,
2023-08-24,16:22:32,127,511,127,127,2048,512,128,,,,,,,,,,37435,
2023-08-24,16:22:33,127,511,127,127,2048,512,128,,,,,,,,,,31903,
2023-08-24,16:22:34,127,511,127,127,2048,512,128,,,,,,,,,,54689,
2023-08-24,16:22:35,127,511,127,127,2048,512,128,,,,,,,,,,15109,
2023-08-24,16:22:36,127,511,127,127,2048,512,128,,,,,,,,,,6344,
2023-08-24,16:22:37,127,511,127,127,2048,512,128,,,,,,,,,,63084,
2023-08-24,16:22:38,127,511,127,127,2048,512,128,,,,,,,,,,23189,
2023-08-24,16:22:39,127,511,127,127,2048,512,128,,,,,,,,,,46129,
2023-08-24,16:22:40,127,511,127,127,2048,512,128,,,,,,,,,,17809,
2023-08-24,16:22:41,127,511,127,127,2048,512,128,,,,,,,,,,43829,
2023-08-24,16:22:42,127,511,127,127,2048,512,128,,,,,,,,,,35064,
2023-08-24,16:22:43,127,511,127,127,2048,512,128,,,,,,,,,,26204,
2023-08-24,16:22:44,127,511,127,127,2048,512,128,,,,,,,,,,53090,
2023-08-24,16:22:45,127,511,127,127,2048,512,128,,,,,,,,,,8646,
2023-08-24,16:22:46,127,511,127,127,2048,512,128,,,,,,,,,,523,
2023-08-24,16:22:47,127,511,127,127,2048,512,128,,,,,,,,,,60591,
2023-08-24,16:22:48,127,511,127,127,2048,512,128,,,,,,,,,,16470,
2023-08-24,16:22:49,127,511,127,127,2048,512,128,,,,,,,,,,44786,
2023-08-24,16:22:50,127,511,127,127,2048,512,128,,,,,,,,,,64881,
2023-08-24,16:22:51,127,511,127,127,2048,512,128,,,,,,,,,,5077,
2023-08-24,16:22:52,127,511,127,127,2048,512,128,,,,,,,,,,12312,
2023-08-24,16:22:53,127,511,127,127,2048,512,128,,,,,,,,,,57020,
2023-08-24,16:22:54,127,511,127,127,2048,512,128,,,,,,,,,,30594,
2023-08-24,16:22:55,127,511,127,127,2048,512,128,,,,,,,,,,39206,
2023-08-24,16:22:56,127,511,127,127,2048,512,128,,,,,,,,,,47851,
2023-08-24,16:22:57,127,511,127,127,2048,512,128,,,,,,,,,,21583,
2023-08-24,16:22:58,127,511,127,127,2048,512,128,,,,,,,,,,63670,
2023-08-24,16:22:59,127,511,127,127,2048,512,128,,,,,,,,,,5650,
2023-08-24,16:23:00,127,511,127,127,2048,512,128,,,,,,,,,,60633,
2023-08-24,16:23:01,127,511,127,127,2048,512,128,,,,,,,,,,637,
2023-08-24,16:23:02,127,511,127,127,2048,512,0,,,,,,,,,,19655,
2023-08-24,16:23:03,127,511,127,127,2048,512,0,,,,,,,,,,43100,
2023-08-24,16:23:04,127,511,127,127,2048,512,0,,,,,,,,,,14303,
2023-08-24,16:23:05,127,511,127,127,2048,512,0,,,,,,,,,,54084,
2023-08-24,16:23:06,127,511,127,127,2048,512,0,,,,,,,,,,61128,
2023-08-24,16:23:07,127,511,127,127,2048,512,0,,,,,,,,,,2643,
2023-08-24,16:23:08,127,511,127,127,2048,512,0,,,,,,,,,,49647,
2023-08-24,16:23:09,127,511,127,127,2048,512,0,,,,,,,,,,9588,
2023-08-24,16:23:10,127,511,127,127,2048,512,0,,,,,,,,,,45946,
2023-08-24,16:23:11,127,511,127,127,2048,512,0,,,,,,,,,,22497,
